P932|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC$1
P933|http://heritagefoundation.ca/property-search/property-details-page.aspx?id=$1
P935|https://commons.wikimedia.org/wiki/$1
P938|http://www.fishbase.org/Summary/speciesSummary.php?id=$1
P939|http://www.ksh.hu/apps/!cp.hnt2.telep?nn=$1
P946|http://tools.wmflabs.org/isin/?language=de&isin=$1
P947|http://aleph.rsl.ru/F?func=find-b&find_code=SYS&adjacent=Y&local_base=RSL11&request=$1
P950|http://datos.bne.es/resource/$1
P951|http://viaf.org/processed/NSZL%7C$1
P959|http://www.departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=$1
P960|http://www.tropicos.org/Name/$1
P961|http://www.ipni.org/ipni/idPlantNameSearch.do?id=$1
P962|http://www.mycobank.org/MycoTaxo.aspx?Link=T&Rec=$1
P966|https://musicbrainz.org/label/$1
P982|https://musicbrainz.org/area/$1
P998|http://www.dmoz.org/$1
P1003|http://alephnew.bibnat.ro:8991/F?func=find-b&request=$1&find_code=SYS&adjacent=Y&local_base=NLR10
P1004|https://musicbrainz.org/place/$1
P1006|http://opc4.kb.nl/PPN?PPN=$1
P1007|http://lattes.cnpq.br/$1
P1014|http://www.getty.edu/vow/AATFullDisplay?find=&logic=&note=&page=&subjectid=$1
P1025|http://www.sudoc.fr/$1
P1036|http://dewey.info/class/$1/about
P1042|http://dispatch.opac.d-nb.de/DB=1.1/CMD?ACT=SRCHA&IKT=8506&TRM=$1
P1043|http://www.onisep.fr/onisep-portail/portal/media-type/html/group/gp/page/interieur.espace.guide.metiers.detail/js_peid/InitGuideResultatDetail/js_peid/GuideResultatMetiersDetail?typeRecherche=metierParNom&ficheIdeo=$1
P1044|http://swb.bsz-bw.de/DB=2.1/PPNSET?PPN=$1&INDEXSET=1
P1045|http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=$1
P1047|http://www.catholic-hierarchy.org/bishop/b$1.html
P1048|http://aleweb.ncl.edu.tw/F/?func=accref&acc_sequence=$1
P1051|http://psh.ntkcz.cz/skos/PSH$1
P1053|http://www.researcherid.com/rid/$1
P1054|http://iss.ndl.go.jp/books?op_id=1&any=$1
